year,gender,wage_decile,dens,samplesize,num_affiliates,num_contributors,num_inactive,num_new_affiliates,num_exiters,num_reentrants,retired,disabled,widowed,deceased,avg_age,los,loa,wage,contribution_density,population_total,working_age_total,target_employment_rate,employment_rate,target_turnover_rate,turnover_rate
2025,Male,0,Inactive,139600,138796.6666666678,12991.66666666668,125805.0000000013,3660,33600,10420,980,0,0,770,41.342693,64.823853,197.37035,8668.5967,.33982939,131413615.1098633,88461846,41.518623,9.3602152,2.4314499,2.6429548
2025,Male,1,Inactive,20,18.33333333333333,11.66666666666667,6.666666666666666,0,0,20,0,0,0,20,51,113,245,,.46428573,131413615.1098633,88461846,41.518623,63.636364,2.4314499,9.090909
2025,Male,1,Active,2580,2565.833333333333,1261.666666666667,1304.166666666667,230,180,2510,20,0,0,0,41.263565,69.492249,194.21706,2551.0842,.37961021,131413615.1098633,88461846,41.518623,49.17181,2.4314499,8.7366028
2025,Male,2,Inactive,80,73.33333333333333,68.33333333333333,5,0,0,10,0,0,0,80,47.375,150.25,264.25,,.54942352,131413615.1098633,88461846,41.518623,93.181816,2.4314499,1.1363636
2025,Male,2,Active,11900,11839.16666666666,10105,1734.166666666666,370,1310,4230,80,0,0,0,39.943699,121.33949,187.39999,3829.1672,.6678645,131413615.1098633,88461846,41.518623,85.352295,2.4314499,3.8994861
2025,Male,3,Inactive,40,36.66666666666666,28.33333333333333,8.333333333333334,0,0,10,0,0,0,40,41.5,96.5,151.5,,.77368069,131413615.1098633,88461846,41.518623,77.272728,2.4314499,2.2727273
2025,Male,3,Active,9070,9023.333333333338,7607.500000000001,1415.833333333334,380,880,3330,60,0,0,0,38.764057,119.76847,183.76186,3959.5193,.6776821,131413615.1098633,88461846,41.518623,84.309196,2.4314499,3.888068
2025,Male,4,Inactive,50,45,36.66666666666666,8.333333333333332,10,0,20,0,0,0,50,45.799999,130.8,189.2,,.74891913,131413615.1098633,88461846,41.518623,81.481483,2.4314499,3.7037036
2025,Male,4,Active,8350,8310.833333333339,6963.333333333338,1347.500000000001,390,670,3090,120,0,0,0,38.383232,117.68143,180.82396,4555.6099,.67151821,131413615.1098633,88461846,41.518623,83.786224,2.4314499,3.7701795
2025,Male,5,Inactive,40,36.66666666666666,18.33333333333333,18.33333333333333,0,10,40,0,0,0,40,54.5,168,261.5,,.65314305,131413615.1098633,88461846,41.518623,50,2.4314499,11.363636
2025,Male,5,Active,8370,8338.333333333336,7096.666666666669,1241.666666666666,370,710,2900,110,0,0,0,37.342892,113.02867,171.26643,5730.6382,.68462402,131413615.1098633,88461846,41.518623,85.108932,2.4314499,3.6078353
2025,Male,6,Inactive,60,54.99999999999999,48.33333333333333,6.666666666666666,0,20,30,0,0,0,60,41.5,179,205.33333,,.80577248,131413615.1098633,88461846,41.518623,87.878784,2.4314499,7.5757575
2025,Male,6,Active,9250,9207.5,7813.333333333336,1394.166666666667,330,700,3080,90,0,0,0,37.406487,120.17622,176.95135,6685.5322,.69526839,131413615.1098633,88461846,41.518623,84.85836,2.4314499,3.421124
2025,Male,7,Inactive,40,36.66666666666666,36.66666666666666,0,10,0,0,0,0,0,40,38.25,171,194.5,,.89679354,131413615.1098633,88461846,41.518623,100,2.4314499,0
2025,Male,7,Active,10970,10928.33333333333,9619.166666666666,1309.166666666667,480,740,3030,140,0,0,0,37.329079,126.48132,175.96353,8102.4922,.74040836,131413615.1098633,88461846,41.518623,88.020439,2.4314499,2.8747902
2025,Male,8,Inactive,130,118.3333333333333,113.3333333333333,5,0,20,20,0,0,0,130,46.46154,185.38461,259.38461,,.72272593,131413615.1098633,88461846,41.518623,95.774651,2.4314499,2.8169014
2025,Male,8,Active,14660,14604.99999999999,13397.49999999999,1207.499999999999,520,610,2770,260,0,0,0,38.955662,148.68486,192.24556,10499.713,.79056662,131413615.1098633,88461846,41.518623,91.732285,2.4314499,1.9285632
2025,Male,9,Inactive,70,64.16666666666666,64.16666666666666,0,0,0,0,0,0,0,70,45.142857,223.71428,235.42857,,.95869774,131413615.1098633,88461846,41.518623,100,2.4314499,0
2025,Male,9,Active,19260,19180.83333333334,17995.83333333331,1185,530,580,2860,300,0,0,0,38.968849,161.92419,196.29387,15411.517,.8347643,131413615.1098633,88461846,41.518623,93.82196,2.4314499,1.4945475
2025,Male,10,Inactive,100,91.66666666666667,80.00000000000001,11.66666666666667,0,0,20,20,0,0,80,48.900002,191.89999,230.8,,.82607001,131413615.1098633,88461846,41.518623,87.272728,2.4314499,1.8181819
2025,Male,10,Active,19690,19602.5,18633.33333333335,969.1666666666673,590,290,2310,800,0,0,0,42.984257,190.99442,218.85017,35528.805,.87578875,131413615.1098633,88461846,41.518623,95.055901,2.4314499,1.1053011
2025,Female,0,Inactive,108890,108635.8333333337,7667.499999999994,100968.3333333338,2390,20000,5660,460,0,0,270,40.580769,53.761044,191.23721,8251.5283,.29754964,131413615.1098633,88461846,41.518623,7.0579844,2.4314499,1.9683499
2025,Female,1,Inactive,10,9.166666666666666,8.333333333333334,.8333333333333333,0,0,10,0,0,0,10,61,23,132,,.17424242,131413615.1098633,88461846,41.518623,90.909088,2.4314499,9.090909
2025,Female,1,Active,1530,1526.666666666667,780.8333333333333,745.8333333333334,200,120,1450,10,0,0,0,40.261436,44.209152,161.55556,2313.1545,.34486017,131413615.1098633,88461846,41.518623,51.14629,2.4314499,8.569869
2025,Female,2,Inactive,20,18.33333333333333,18.33333333333333,0,10,0,0,0,0,0,20,51,146,153,,.97619045,131413615.1098633,88461846,41.518623,100,2.4314499,0
2025,Female,2,Active,7750,7733.333333333335,6709.166666666671,1024.166666666667,280,590,2310,80,0,0,0,40.012905,105.51355,169.35484,3708.6018,.6588074,131413615.1098633,88461846,41.518623,86.756462,2.4314499,3.125
2025,Female,3,Active,5270,5260,4450.833333333332,809.1666666666672,240,350,1610,40,0,0,0,38.23909,102.66793,165.2334,3963.2439,.65968412,131413615.1098633,88461846,41.518623,84.6166,2.4314499,3.1051965
2025,Female,4,Inactive,20,18.33333333333333,18.33333333333333,0,0,0,0,0,0,0,20,52,231,253,,.91329205,131413615.1098633,88461846,41.518623,100,2.4314499,0
2025,Female,4,Active,4980,4971.666666666667,4200.000000000002,771.6666666666663,290,310,1690,30,0,0,0,37.73494,98.568275,163.26105,4466.4507,.64840043,131413615.1098633,88461846,41.518623,84.478714,2.4314499,3.35233
2025,Female,5,Inactive,10,9.166666666666666,9.166666666666666,0,0,0,0,0,0,0,10,48,138,156,,.88461536,131413615.1098633,88461846,41.518623,100,2.4314499,0
2025,Female,5,Active,6160,6153.333333333334,5196.666666666665,956.6666666666665,390,590,2320,40,0,0,0,36.930195,98.277596,159.85065,5653.4175,.65467215,131413615.1098633,88461846,41.518623,84.452873,2.4314499,3.9409535
2025,Female,6,Inactive,20,18.33333333333333,18.33333333333333,0,0,0,0,0,0,0,20,43,169,194,,.83108109,131413615.1098633,88461846,41.518623,100,2.4314499,0
2025,Female,6,Active,6680,6669.166666666669,5862.500000000003,806.6666666666673,240,510,1940,40,0,0,0,37.013474,105.58833,162.68562,6688.6084,.6802488,131413615.1098633,88461846,41.518623,87.904533,2.4314499,3.061352
2025,Female,7,Inactive,10,9.166666666666666,9.166666666666666,0,0,0,0,0,0,0,10,61,70,294,,.23809524,131413615.1098633,88461846,41.518623,100,2.4314499,0
2025,Female,7,Active,7290,7277.5,6663.333333333335,614.1666666666667,210,330,1600,40,0,0,0,37.45816,122.09054,173.56653,7948.439,.72894442,131413615.1098633,88461846,41.518623,91.560745,2.4314499,2.2100079
2025,Female,8,Inactive,40,35.83333333333333,30,5.833333333333333,10,0,20,0,0,0,40,58,145.25,223.5,,.73384356,131413615.1098633,88461846,41.518623,83.720932,2.4314499,4.6511626
2025,Female,8,Active,8630,8619.16666666667,7969.166666666664,649.9999999999997,280,310,1460,60,0,0,0,37.675549,130.05562,171.53418,10132.87,.77862555,131413615.1098633,88461846,41.518623,92.458664,2.4314499,1.7113023
2025,Female,9,Inactive,20,18.33333333333333,15.83333333333333,2.5,0,0,10,0,0,0,20,45,116.5,226,,.58026111,131413615.1098633,88461846,41.518623,86.36364,2.4314499,4.5454545
2025,Female,9,Active,8570,8555.833333333336,8076.666666666673,479.1666666666664,370,240,1130,110,0,0,0,39.192532,149.15987,184.86581,14971.481,.82162416,131413615.1098633,88461846,41.518623,94.399536,2.4314499,1.3343723
2025,Female,10,Inactive,10,9.166666666666666,9.166666666666666,0,0,0,10,0,0,0,10,58,14,292,,.047945205,131413615.1098633,88461846,41.518623,100,2.4314499,9.090909
2025,Female,10,Active,9860,9840.833333333334,9415.83333333333,425.0000000000001,450,150,1010,310,0,0,0,42.032455,175.63995,201.05679,33819.316,.87953073,131413615.1098633,88461846,41.518623,95.681259,2.4314499,.98230165
2025,Male,0,Total,139600,138796.6666666676,12991.66666666668,125805.0000000013,3660,33600,10420,980,0,0,770,41.342693,64.823853,197.37035,8668.5967,.33982939,131413615.1098633,88461846,41.518623,9.3602152,2.4314499,2.6429548
2025,Male,1,Total,2600,2584.166666666667,1273.333333333334,1310.833333333333,230,180,2530,20,0,0,20,41.338463,69.82692,194.6077,2551.0842,.38026157,131413615.1098633,88461846,41.518623,49.274429,2.4314499,8.7391167
2025,Male,2,Total,11980,11912.5,10173.33333333333,1739.166666666667,370,1310,4240,80,0,0,80,39.99332,121.53255,187.91319,3829.1672,.66707355,131413615.1098633,88461846,41.518623,85.40049,2.4314499,3.8824763
2025,Male,3,Total,9110,9060.000000000004,7635.833333333335,1424.166666666668,380,880,3340,60,0,0,40,38.77607,119.6663,183.62019,3959.5193,.67810363,131413615.1098633,88461846,41.518623,84.280724,2.4314499,3.8815305
2025,Male,4,Total,8400,8355.833333333339,7000.000000000005,1355.833333333334,400,670,3110,120,0,0,50,38.42738,117.75952,180.87381,4555.6099,.67197895,131413615.1098633,88461846,41.518623,83.773811,2.4314499,3.7698214
2025,Male,5,Total,8410,8375.000000000004,7115.000000000001,1259.999999999999,370,720,2940,110,0,0,40,37.424496,113.29013,171.6956,5730.6382,.68447429,131413615.1098633,88461846,41.518623,84.955223,2.4314499,3.6417911
2025,Male,6,Total,9310,9262.500000000002,7861.666666666667,1400.833333333333,330,720,3110,90,0,0,60,37.432869,120.55531,177.13426,6685.5322,.69598055,131413615.1098633,88461846,41.518623,84.876297,2.4314499,3.4457939
2025,Male,7,Total,11010,10965,9655.833333333327,1309.166666666667,490,740,3030,140,0,0,40,37.332424,126.64305,176.03088,8102.4922,.74097651,131413615.1098633,88461846,41.518623,88.060493,2.4314499,2.8651772
2025,Male,8,Total,14790,14723.33333333332,13510.83333333332,1212.499999999998,520,630,2790,260,0,0,130,39.021637,149.00743,192.83569,10499.713,.78997034,131413615.1098633,88461846,41.518623,91.764771,2.4314499,1.9357029
2025,Male,9,Total,19330,19244.99999999999,18059.99999999999,1185,530,580,2860,300,0,0,70,38.991207,162.14795,196.43559,15411.517,.83521307,131413615.1098633,88461846,41.518623,93.84256,2.4314499,1.4895644
2025,Male,10,Total,19790,19694.16666666667,18713.33333333333,980.8333333333339,590,290,2330,820,0,0,80,43.014149,190.99899,218.91057,35528.805,.87553751,131413615.1098633,88461846,41.518623,95.019676,2.4314499,1.1086193
2025,Female,0,Total,108890,108635.8333333337,7667.499999999982,100968.3333333339,2390,20000,5660,460,0,0,270,40.580769,53.761044,191.23721,8251.5283,.29754964,131413615.1098633,88461846,41.518623,7.0579844,2.4314499,1.9683499
2025,Female,1,Total,1540,1535.833333333333,789.1666666666667,746.6666666666666,200,120,1460,10,0,0,10,40.396103,44.07143,161.36363,2313.1545,.34375224,131413615.1098633,88461846,41.518623,51.383614,2.4314499,8.572979
2025,Female,2,Total,7770,7751.666666666671,6727.500000000002,1024.166666666667,290,590,2310,80,0,0,20,40.041183,105.61776,169.31274,3708.6018,.65962434,131413615.1098633,88461846,41.518623,86.787788,2.4314499,3.117609
2025,Female,3,Total,5270,5260,4450.83333333333,809.1666666666666,240,350,1610,40,0,0,0,38.23909,102.66793,165.2334,3963.2439,.65968412,131413615.1098633,88461846,41.518623,84.6166,2.4314499,3.1051965
2025,Female,4,Total,5000,4990.000000000001,4218.333333333333,771.6666666666665,290,310,1690,30,0,0,20,37.792,99.098,163.62,4466.4507,.64946002,131413615.1098633,88461846,41.518623,84.535736,2.4314499,3.3400133
2025,Female,5,Total,6170,6162.500000000001,5205.833333333333,956.6666666666666,390,590,2320,40,0,0,10,36.948135,98.34198,159.84441,5653.4175,.65504485,131413615.1098633,88461846,41.518623,84.475998,2.4314499,3.9350913
2025,Female,6,Total,6700,6687.5,5880.833333333337,806.6666666666671,240,510,1940,40,0,0,20,37.031342,105.77761,162.7791,6688.6084,.68069899,131413615.1098633,88461846,41.518623,87.937698,2.4314499,3.0529594
2025,Female,7,Total,7300,7286.666666666666,6672.5,614.166666666667,210,330,1600,40,0,0,10,37.49041,122.01918,173.73151,7948.439,.72827202,131413615.1098633,88461846,41.518623,91.571365,2.4314499,2.2072277
2025,Female,8,Total,8670,8655.000000000002,7999.166666666665,655.8333333333333,290,310,1480,60,0,0,40,37.769318,130.12572,171.77393,10132.87,.77841896,131413615.1098633,88461846,41.518623,92.422493,2.4314499,1.7234739
2025,Female,9,Total,8590,8574.166666666672,8092.500000000008,481.6666666666663,370,240,1140,110,0,0,20,39.206055,149.08382,184.96158,14971.481,.82106221,131413615.1098633,88461846,41.518623,94.382347,2.4314499,1.3412383
2025,Female,10,Total,9870,9850,9425,425.0000000000002,450,150,1020,310,0,0,10,42.048634,175.4762,201.14894,33819.316,.87868822,131413615.1098633,88461846,41.518623,95.68528,2.4314499,.98984772
2025,Male,Total,Inactive,140230,139372.5000000011,13497.50000000001,125875.0000000013,3680,33650,10590,1000,0,0,1380,41.364117,65.302292,197.52051,8668.5967,.34169456,131413615.1098633,88461846,41.518623,9.6844788,2.4314499,2.6451895
2025,Male,Total,Active,114100,113601.6666666674,100493.3333333339,13108.33333333335,4190,6670,30110,1980,0,0,0,39.350922,141.94925,191.20473,12928.184,.75263888,131413615.1098633,88461846,41.518623,88.461143,2.4314499,2.6980238
2025,Female,Total,Inactive,109050,108781.666666667,7804.166666666657,100977.5000000003,2410,20000,5710,460,0,0,430,40.598442,53.879414,191.27025,8251.5283,.29811096,131413615.1098633,88461846,41.518623,7.1741562,2.4314499,1.9695414
2025,Female,Total,Active,66720,66607.49999999987,59324.99999999993,7282.5,2950,3500,16520,760,0,0,0,38.735161,123.65932,174.26979,11421.91,.72935915,131413615.1098633,88461846,41.518623,89.066544,2.4314499,2.5047228
2025,Total,0,Inactive,248490,247432.4999999961,20659.16666666667,226773.3333333301,6050,53600,16080,1440,0,0,1040,41.008812,59.976055,194.68277,8502.0615,.32130212,131413615.1098633,88461846,41.518623,8.3494148,2.4314499,2.3467679
2025,Total,1,Inactive,30,27.5,20,7.5,0,0,30,0,0,0,30,54.333332,83,207.33333,,.36760461,131413615.1098633,88461846,41.518623,72.727272,2.4314499,9.090909
2025,Total,1,Active,4110,4092.499999999999,2042.500000000001,2050,430,300,3960,30,0,0,0,40.890511,60.080292,182.0584,2462.5117,.36667407,131413615.1098633,88461846,41.518623,49.908367,2.4314499,8.6744041
2025,Total,2,Inactive,100,91.66666666666667,86.66666666666667,5,10,0,10,0,0,0,100,48.099998,149.39999,242,,.63477695,131413615.1098633,88461846,41.518623,94.545456,2.4314499,.90909094
2025,Total,2,Active,19650,19572.5,16814.16666666664,2758.333333333333,650,1900,6540,160,0,0,0,39.970993,115.09771,180.28296,3781.616,.66429234,131413615.1098633,88461846,41.518623,85.907097,2.4314499,3.5934772
2025,Total,3,Inactive,40,36.66666666666666,28.33333333333333,8.333333333333334,0,0,10,0,0,0,40,41.5,96.5,151.5,,.77368069,131413615.1098633,88461846,41.518623,77.272728,2.4314499,2.2727273
2025,Total,3,Active,14340,14283.33333333332,12058.33333333333,2225.000000000001,620,1230,4940,100,0,0,0,38.571129,113.48396,176.95258,3960.8882,.67106777,131413615.1098633,88461846,41.518623,84.422401,2.4314499,3.5997667
2025,Total,4,Inactive,70,63.33333333333333,55,8.333333333333332,10,0,20,0,0,0,70,47.57143,159.42857,207.42857,,.79588282,131413615.1098633,88461846,41.518623,86.842102,2.4314499,2.6315789
2025,Total,4,Active,13330,13282.49999999999,11163.33333333333,2119.166666666665,680,980,4780,150,0,0,0,38.141037,110.54089,174.26257,4522.3003,.66288155,131413615.1098633,88461846,41.518623,84.045425,2.4314499,3.6137776
2025,Total,5,Inactive,50,45.83333333333333,27.5,18.33333333333333,0,10,40,0,0,0,50,53.200001,162,240.39999,,.6994375,131413615.1098633,88461846,41.518623,60,2.4314499,9.090909
2025,Total,5,Active,14530,14491.66666666666,12293.33333333334,2198.333333333334,760,1300,5220,150,0,0,0,37.167927,106.77495,166.4267,5697.9004,.6719259,131413615.1098633,88461846,41.518623,84.83036,2.4314499,3.7492812
2025,Total,6,Inactive,80,73.33333333333333,66.66666666666666,6.666666666666666,0,20,30,0,0,0,80,41.875,176.5,202.5,,.81209964,131413615.1098633,88461846,41.518623,90.909088,2.4314499,5.681818
2025,Total,6,Active,15930,15876.66666666666,13675.83333333332,2200.833333333335,570,1210,5020,130,0,0,0,37.241684,114.05901,170.96924,6686.8223,.68897015,131413615.1098633,88461846,41.518623,86.137939,2.4314499,3.2699978
2025,Total,7,Inactive,50,45.83333333333333,45.83333333333333,0,10,0,0,0,0,0,50,42.799999,150.8,214.39999,,.76505387,131413615.1098633,88461846,41.518623,100,2.4314499,0
2025,Total,7,Active,18260,18205.83333333333,16282.5,1923.333333333333,690,1070,4630,180,0,0,0,37.380615,124.72837,175.00658,8040.9893,.73583156,131413615.1098633,88461846,41.518623,89.435623,2.4314499,2.6090539
2025,Total,8,Inactive,170,154.1666666666667,143.3333333333333,10.83333333333333,10,20,40,0,0,0,170,49.176472,175.94118,250.94118,,.7253418,131413615.1098633,88461846,41.518623,92.972977,2.4314499,3.2432432
2025,Total,8,Active,23290,23224.16666666668,21366.6666666667,1857.5,800,920,4230,320,0,0,0,38.481323,141.78188,184.57106,10363.781,.78614193,131413615.1098633,88461846,41.518623,92.001869,2.4314499,1.8479314
2025,Total,9,Inactive,90,82.5,80,2.5,0,0,10,0,0,0,90,45.111111,199.88889,233.33333,,.87460071,131413615.1098633,88461846,41.518623,96.969696,2.4314499,1.010101
2025,Total,9,Active,27830,27736.6666666667,26072.50000000005,1664.166666666665,900,820,3990,410,0,0,0,39.037727,157.99353,192.7747,15276.012,.83071792,131413615.1098633,88461846,41.518623,94.000122,2.4314499,1.4451388
2025,Total,10,Inactive,110,100.8333333333333,89.16666666666669,11.66666666666667,0,0,30,20,0,0,90,49.727272,175.72728,236.36363,,.7553314,131413615.1098633,88461846,41.518623,88.429749,2.4314499,2.4793389
2025,Total,10,Active,29550,29443.33333333337,28049.16666666672,1394.166666666665,1040,440,3320,1110,0,0,0,42.666668,185.87106,212.91302,34958.398,.87703735,131413615.1098633,88461846,41.518623,95.264915,2.4314499,1.0641911
2025,Total,0,Total,248490,247432.4999999961,20659.16666666661,226773.3333333303,6050,53600,16080,1440,0,0,1040,41.008812,59.976055,194.68277,8502.0615,.32130212,131413615.1098633,88461846,41.518623,8.3494148,2.4314499,2.3467679
2025,Total,1,Total,4140,4119.999999999999,2062.5,2057.5,430,300,3990,30,0,0,30,40.987923,60.246376,182.24155,2462.5117,.3666808,131413615.1098633,88461846,41.518623,50.06068,2.4314499,8.6771841
2025,Total,2,Total,19750,19664.16666666666,16900.8333333333,2763.333333333334,660,1900,6550,160,0,0,100,40.012154,115.27139,180.59544,3781.616,.66414291,131413615.1098633,88461846,41.518623,85.947365,2.4314499,3.5809636
